Reporter	Year	Tariff_Regime	Base nomenclature	Product	Number of subheadings	No_of_National_TL	No_of_AVDuty	AVDuty_avg	AVDuty_min	AVDuty_max	Pct_DutyFree	No_of_Non_AVDuty	List_Non_AVDuty	No_of_TL_DiffDuty	Description
"Antigua and Barbuda"	2013	"Customs Union Caribbean Community and Common Market (CARICOM)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Antigua and Barbuda"	2012	"Customs Union Caribbean Community and Common Market (CARICOM)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Argentina"	2012	"Free trade agreement duty rates for Southern Common Market (MERCOSUR)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Argentina"	2012	"Prefrential agreement duty rates for Bolivia under Latin American Integration Association (ALADI:AR)"	"HS07"	240220	1	1	1	10.4	10.4	10.4	0	0	""	1	"Cigarettes, containing tobacco"
"Argentina"	2012	"Prefrential agreement duty rates for Brazil under Latin American Integration Association (ALADI:AR)"	"HS07"	240220	1	1	1	16	16	16	0	0	""	1	"Cigarettes, containing tobacco"
"Argentina"	2012	"Prefrential agreement duty rates for Chile under Latin American Integration Association (ALADI:AR)"	"HS07"	240220	1	1	1	14.4	14.4	14.4	0	0	""	1	"Cigarettes, containing tobacco"
"Argentina"	2012	"Prefrential agreement duty rates for Colombia under Latin American Integration Association (ALADI:AR)"	"HS07"	240220	1	1	1	14.4	14.4	14.4	0	0	""	1	"Cigarettes, containing tobacco"
"Argentina"	2012	"Prefrential agreement duty rates for Cuba under Latin American Integration Association (ALADI:AR)"	"HS07"	240220	1	1	1	14.4	14.4	14.4	0	0	""	1	"Cigarettes, containing tobacco"
"Argentina"	2012	"Prefrential agreement duty rates for Ecuador under Latin American Integration Association (ALADI:AR)"	"HS07"	240220	1	1	1	12	12	12	0	0	""	1	"Cigarettes, containing tobacco"
"Argentina"	2012	"Prefrential agreement duty rates for Mexico under Latin American Integration Association (ALADI:AR)"	"HS07"	240220	1	1	1	16	16	16	0	0	""	1	"Cigarettes, containing tobacco"
"Argentina"	2012	"Prefrential agreement duty rates for Paraguay under Latin American Integration Association (ALADI:AR)"	"HS07"	240220	1	1	1	10.4	10.4	10.4	0	0	""	1	"Cigarettes, containing tobacco"
"Argentina"	2012	"Prefrential agreement duty rates for Uruguay under Latin American Integration Association (ALADI:AR)"	"HS07"	240220	1	1	1	14.4	14.4	14.4	0	0	""	1	"Cigarettes, containing tobacco"
"Argentina"	2012	"Prefrential agreement duty rates for Venezuela under Latin American Integration Association (ALADI:AR)"	"HS07"	240220	1	1	1	14.4	14.4	14.4	0	0	""	1	"Cigarettes, containing tobacco"
"Argentina"	2012	"Prefrential agreement duty rates for Bolivia (AAP)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Argentina"	2012	"Prefrential agreement duty rates for Brazil (AAP)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Argentina"	2012	"Prefrential agreement duty rates for Chile (AAP)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Argentina"	2012	"Prefrential agreement duty rates for Colombia (AAP)"	"HS07"	240220	1	1	1	1.6	1.6	1.6	0	0	""	1	"Cigarettes, containing tobacco"
"Argentina"	2012	"Prefrential agreement duty rates for Cuba (AAP)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Argentina"	2012	"Prefrential agreement duty rates for Ecuador (AAP)"	"HS07"	240220	1	1	1	1.2	1.2	1.2	0	0	""	1	"Cigarettes, containing tobacco"
"Argentina"	2012	"Prefrential agreement duty rates for Peru (AAP)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Argentina"	2012	"Prefrential agreement duty rates for Venezuela (AAP)"	"HS07"	240220	1	1	1	1.6	1.6	1.6	0	0	""	1	"Cigarettes, containing tobacco"
"Belize"	2013	"Customs Union Caribbean Community and Common Market (CARICOM)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Belize"	2012	"Customs Union Caribbean Community and Common Market (CARICOM)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Benin"	2014	"West African Economic and Monetary Union (WAEMU) free trade area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Benin"	2013	"West African Economic and Monetary Union (WAEMU) free trade area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Benin"	2012	"West African Economic and Monetary Union (WAEMU) free trade area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Benin"	2011	"West African Economic and Monetary Union (WAEMU) Free Trade Area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Benin"	2010	"West African Economic and Monetary Union (WAEMU) Free Trade Area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2012	"Andean Community duty rates"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2012	"Free-trade agreement duty rate for Argentina under the Southern Common Market (MERCOSUR)"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2012	"Free-trade agreement duty rate for Brazil under the Southern Common Market (MERCOSUR)"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2012	"Free-trade agreement duty rate for Uruguay under the Southern Common Market (MERCOSUR)"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2012	"Free-trade agreement duty rate for Paraguay under the Southern Common Market (MERCOSUR)"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2012	"Free-trade agreement duty rate for Mexico"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2012	"Free-trade agreement duty rate for Cuba"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2012	"Free-trade agreement duty rate for Venezuela"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2011	"Andean Community duty rates"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2011	"Free-trade agreement duty rate for Argentina under the Southern Common Market (MERCOSUR)"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2011	"Free-trade agreement duty rate for Brazil under the Southern Common Market (MERCOSUR)"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2011	"Free-trade agreement duty rate for Uruguay under the Southern Common Market (MERCOSUR)"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2011	"Free-trade agreement duty rate for Paraguay under the Southern Common Market (MERCOSUR)"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2011	"Free-trade agreement duty rate for Mexico"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2011	"Free-trade agreement duty rate for Cuba"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2010	"Andean Community duty rates"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2010	"Free-trade agreement duty rate for Argentina under the Southern Common Market (MERCOSUR)"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2010	"Free-trade agreement duty rate for Brazil under the Southern Common Market (MERCOSUR)"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2010	"Free-trade agreement duty rate for Uruguay under the Southern Common Market (MERCOSUR)"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2010	"Free-trade agreement duty rate for Paraguay under the Southern Common Market (MERCOSUR)"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2010	"Free-trade agreement duty rate for Mexico"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2010	"Free-trade agreement duty rate for Cuba"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2009	"Andean Community duty rates"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2009	"Free-trade agreement duty rate for Argentina under the Southern Common Market (MERCOSUR)"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2009	"Free-trade agreement duty rate for Brazil under the Southern Common Market (MERCOSUR)"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2009	"Free-trade agreement duty rate for Uruguay under the Southern Common Market (MERCOSUR)"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bolivia, Plurinational State of"	2009	"Free-trade agreement duty rate for Paraguay under the Southern Common Market (MERCOSUR)"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Botswana"	2014	"Southern African Customs Union free-trade area"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Botswana"	2014	"Free-trade agreement duty rate for European Union"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Botswana"	2014	"Free-trade agreement duty rates for EFTA Countries"	"HS12"	240220	1	2	2	25.4	5.8	45	0	0	""	1	"Cigarettes, containing tobacco"
"Botswana"	2014	"Southern Africa Development Community (SADC) preferential duty rates"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Botswana"	2013	"Southern African Customs Union free-trade area"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Botswana"	2013	"Free-trade agreement duty rate for European Union"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Botswana"	2013	"Free-trade agreement duty rates for EFTA Countries"	"HS12"	240220	1	2	2	28.1	11.2	45	0	0	""	1	"Cigarettes, containing tobacco"
"Botswana"	2013	"Southern Africa Development Community (SADC) preferential duty rates"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Botswana"	2012	"Southern African Customs Union free-trade area"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Botswana"	2012	"Free-trade agreement duty rate for European Union"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Botswana"	2012	"Free-trade agreement duty rates for EFTA Countries"	"HS12"	240220	1	2	2	31.05	17.1	45	0	0	""	1	"Cigarettes, containing tobacco"
"Botswana"	2012	"Southern Africa Development Community (SADC) preferential duty rates"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Botswana"	2011	"Southern African Customs Union free-trade area"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Botswana"	2011	"Free-trade agreement duty rate for European Union"	"HS07"	240220	1	2	2	5.85	5.85	5.85	0	0	""	2	"Cigarettes, containing tobacco"
"Botswana"	2011	"Free-trade agreement duty rates for EFTA Countries"	"HS07"	240220	1	2	2	33.75	22.5	45	0	0	""	1	"Cigarettes, containing tobacco"
"Botswana"	2011	"Southern Africa Development Community (SADC) preferential duty rates"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Botswana"	2010	"Southern African Customs Union free-trade area"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Botswana"	2010	"Free-trade agreement duty rate for European Union"	"HS07"	240220	1	2	2	11.25	11.25	11.25	0	0	""	2	"Cigarettes, containing tobacco"
"Botswana"	2010	"Free-trade agreement duty rates for EFTA Countries"	"HS07"	240220	1	2	2	36.7	28.4	45	0	0	""	1	"Cigarettes, containing tobacco"
"Botswana"	2010	"Southern Africa Development Community (SADC) preferential duty rates"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bulgaria"	2006	"Generalized System of Preferences"	"HS02"	240220	1	2	0	""	""	""	0	2	"[50 min 9.6 eur/1000 pce] [50 min 9.6 eur/1000 pce]"	2	"Cigarettes, containing tobacco"
"Bulgaria"	2006	"Least Developed Countries"	"HS02"	240220	1	2	0	""	""	""	0	2	"[50 min 9.6 eur/1000 pce] [50 min 9.6 eur/1000 pce]"	2	"Cigarettes, containing tobacco"
"Bulgaria"	2005	"Generalized System of Preferences"	"HS02"	240220	1	2	0	""	""	""	0	2	"[50 min 9.6 ?/1000 pce] [50 min 9.6 ?/1000 pce]"	2	"Cigarettes, containing tobacco"
"Bulgaria"	2005	"Least Developed Countries"	"HS02"	240220	1	2	0	""	""	""	0	2	"[50 min 9.6 ?/1000 pce] [50 min 9.6 ?/1000 pce]"	2	"Cigarettes, containing tobacco"
"Bulgaria"	2004	"Generalized System of Preferences duty"	"HS02"	240220	1	2	0	""	""	""	0	2	"[50 min 9.6 ?/1000 pce] [50 min 9.6 ?/1000 pce]"	2	"Cigarettes, containing tobacco"
"Bulgaria"	2004	"Least Developed Country duty"	"HS02"	240220	1	2	0	""	""	""	0	2	"[50 min 9.6 ?/1000 pce] [50 min 9.6 ?/1000 pce]"	2	"Cigarettes, containing tobacco"
"Bulgaria"	2003	"Free-trade area  - CEFTA"	"HS02"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Bulgaria"	2003	"Preferential duties - European Community"	"HS02"	240220	1	2	0	""	""	""	0	2	"[50 min 9.6 ?/1000 pce] [50 min 9.6 ?/1000 pce]"	2	"Cigarettes, containing tobacco"
"Bulgaria"	2003	"Preferential duties - EFTA"	"HS02"	240220	1	2	0	""	""	""	0	2	"[50 min 9.6 ?/1000 pce] [50 min 9.6 ?/1000 pce]"	2	"Cigarettes, containing tobacco"
"Bulgaria"	2003	"Generalized System of Preferences duty"	"HS02"	240220	1	2	0	""	""	""	0	2	"[50 min 9.6 ?/1000 pce] [50 min 9.6 ?/1000 pce]"	2	"Cigarettes, containing tobacco"
"Bulgaria"	2003	"Least Developed Country duty"	"HS02"	240220	1	2	0	""	""	""	0	2	"[50 min 9.6 ?/1000 pce] [50 min 9.6 ?/1000 pce]"	2	"Cigarettes, containing tobacco"
"Bulgaria"	2002	"Generalized System of Preferences duty"	"HS02"	240220	1	2	0	""	""	""	0	2	"[50 min 9.6 eur/1000 pce] [50 min 9.6 eur/1000 pce]"	2	"Cigarettes, containing tobacco"
"Bulgaria"	2002	"Least Developed Country duty"	"HS02"	240220	1	2	0	""	""	""	0	2	"[50 min 9.6 eur/1000 pce] [50 min 9.6 eur/1000 pce]"	2	"Cigarettes, containing tobacco"
"Burkina Faso"	2014	"West African Economic and Monetary Union (WAEMU) free-trade area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Burkina Faso"	2013	"West African Economic and Monetary Union (WAEMU) free trade area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Burkina Faso"	2012	"West African Economic and Monetary Union (WAEMU) free-trade area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Burkina Faso"	2011	"West African Economic and Monetary Union (WAEMU) Free Trade Area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Burkina Faso"	2010	"West African Economic and Monetary Union (WAEMU) Free Trade Area duty rates"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Burundi"	2014	"East African Community Customs Union free-trade area"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Burundi"	2013	"East African Community Customs Union free-trade area"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Burundi"	2012	"East African Community Customs Union free-trade area"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Burundi"	2011	"East African Community Customs Union free-trade area"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Burundi"	2010	"East African Community Customs Union free-trade area"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Cambodia"	2008	"ASEAN Free Trade Area (AFTA) duty rates"	"HS02"	240220	1	2	2	6	5	7	0	0	""	1	"Cigarettes, containing tobacco"
"Cameroon"	2013	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS12"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Cameroon"	2011	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Cameroon"	2010	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Cameroon"	2009	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS02"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Central African Republic"	2013	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS12"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Central African Republic"	2011	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Central African Republic"	2010	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Central African Republic"	2009	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Chad"	2013	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS12"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Chad"	2011	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Chad"	2010	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Chad"	2009	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Chad"	2008	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Chile"	2014	"LDC duty scheme"	"HS12"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"China"	2013	"Free trade agreement duty rates for Chile"	"HS12"	240220	1	1	1	5	5	5	0	0	""	1	"Cigarettes, containing tobacco"
"China"	2013	"Free trade agreement duty rates for New Zealand"	"HS12"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"China"	2011	"Free trade agreement duty rates for Chile"	"HS07"	240220	1	1	1	10	10	10	0	0	""	1	"Cigarettes, containing tobacco"
"China"	2011	"Free trade agreement duty rates for New Zealand"	"HS07"	240220	1	1	1	8	8	8	0	0	""	1	"Cigarettes, containing tobacco"
"China"	2011	"General duty rates"	"HS07"	240220	1	1	1	180	180	180	0	0	""	1	"Cigarettes, containing tobacco"
"China"	2010	"General duty rates"	"HS07"	240220	1	1	1	180	180	180	0	0	""	1	"Cigarettes, containing tobacco"
"China"	2009	"Free trade agreement duty rates for Chile"	"HS07"	240220	1	1	1	15	15	15	0	0	""	1	"Cigarettes, containing tobacco"
"China"	2009	"Free trade agreement duty rates for New Zealand"	"HS07"	240220	1	1	1	16	16	16	0	0	""	1	"Cigarettes, containing tobacco"
"China"	2009	"General duty rates"	"HS07"	240220	1	1	1	180	180	180	0	0	""	1	"Cigarettes, containing tobacco"
"China"	2008	"General duty"	"HS07"	240220	1	1	1	180	180	180	0	0	""	1	"Cigarettes, containing tobacco"
"Congo"	2013	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS12"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Congo"	2011	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Congo"	2010	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Congo"	2009	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Congo"	2008	"Preferential duty rates for the Central African Economic and Monetary Community (CAEMC)"	"HS07"	240220	1	1	1	0	0	0	100	0	""	1	"Cigarettes, containing tobacco"
"Costa Rica"	2014	"Free-trade agreement duty rate for MCCA : Mercado Com?n Centroamericano"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2014	"Free-trade agreement duty rate for Mexico"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2014	"Free-trade agreement duty rate for Dominican Republic"	"HS12"	240220	1	2	2	20	0	40	50	0	""	1	"Cigarettes, containing tobacco"
"Costa Rica"	2014	"Free-trade agreement duty rate for Panama"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2014	"Free-trade agreement duty rate for Canada"	"HS12"	240220	1	2	2	5.4	5.4	5.4	0	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2014	"Free-trade agreement duty rate for Chile"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2014	"Free-trade agreement duty rate for CAFTA, Dominican Republic and United States"	"HS12"	240220	1	2	2	16.4	16.4	16.4	0	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2014	"Free-trade agreement duty rate for Peru"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2014	"Free-trade agreement duty rate for Singapore"	"HS12"	240220	1	2	2	32.8	32.8	32.8	0	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2013	"Free-trade agreement duty rate for MCCA : Mercado Com?n Centroamericano"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2013	"Free-trade agreement duty rate for Dominican Republic"	"HS12"	240220	1	2	2	20	0	40	50	0	""	1	"Cigarettes, containing tobacco"
"Costa Rica"	2013	"Free-trade agreement duty rate for Panama"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2013	"Free-trade agreement duty rate for Canada"	"HS12"	240220	1	2	2	8.2	8.2	8.2	0	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2013	"Free-trade agreement duty rate for Chile"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2013	"Free-trade agreement duty rate for CAFTA, Dominican Republic and United States"	"HS12"	240220	1	2	2	19.2	19.2	19.2	0	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2012	"Free-trade agreement duty rate for MCCA : Mercado Com?n Centroamericano"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2012	"Free-trade agreement duty rate for Dominican Republic"	"HS12"	240220	1	2	2	20	0	40	50	0	""	1	"Cigarettes, containing tobacco"
"Costa Rica"	2012	"Free-trade agreement duty rate for Panama"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2012	"Free-trade agreement duty rate for Canada"	"HS12"	240220	1	2	2	10.8	10.8	10.8	0	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2012	"Free-trade agreement duty rate for Chile"	"HS12"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2012	"Free-trade agreement duty rate for CAFTA, Dominican Republic and United States"	"HS12"	240220	1	2	2	21.8	21.8	21.8	0	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2011	"Free-trade agreement duty rate for MCCA : Mercado Com?n Centroamericano"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2011	"Free-trade agreement duty rate for Dominican Republic"	"HS07"	240220	1	2	2	20	0	40	50	0	""	1	"Cigarettes, containing tobacco"
"Costa Rica"	2011	"Free-trade agreement duty rate for Panama"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2011	"Free-trade agreement duty rate for Canada"	"HS07"	240220	1	2	2	13.67	13.67	13.67	0	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2011	"Free-trade agreement duty rate for Chile"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2011	"Free-trade agreement duty rate for CAFTA, Dominican Republic and United States"	"HS07"	240220	1	2	2	24.6	24.6	24.6	0	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2010	"Free-trade agreement duty rate for MCCA : Mercado Com?n Centroamericano"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2010	"Free-trade agreement duty rate for Dominican Republic"	"HS07"	240220	1	2	2	20	0	40	50	0	""	1	"Cigarettes, containing tobacco"
"Costa Rica"	2010	"Free-trade agreement duty rate for Panama"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2010	"Free-trade agreement duty rate for Canada"	"HS07"	240220	1	2	2	16.4	16.4	16.4	0	0	""	2	"Cigarettes, containing tobacco"
"Costa Rica"	2010	"Free-trade agreement duty rate for Chile"	"HS07"	240220	1	2	2	0	0	0	100	0	""	2	"Cigarettes, containing tobacco"
